Transaction ID,Item,Quantity,Price Per Unit,Total Spent,Payment Method,Location,Transaction Date,Transaction Month
TXN_2449402,Sandwich,5.0,4.0,20.0,Cash,Takeaway,2023-01-29,January
TXN_6097759,Sandwich,4.0,4.0,16.0,Cash,In-store,2023-06-18,June
TXN_9579740,Juice,3.0,3.0,9.0,Digital Wallet,In-store,2023-03-05,March
TXN_3026936,Juice,5.0,3.0,15.0,Digital Wallet,Takeaway,2023-05-19,May
TXN_2532519,Juice,2.0,3.0,6.0,Digital Wallet,In-store,2023-04-10,April
TXN_9959765,Juice,4.0,3.0,12.0,Cash,Takeaway,2023-02-19,February
TXN_9514996,Sandwich,2.0,4.0,8.0,Credit Card,Takeaway,2023-07-25,July
TXN_6757560,Juice,4.0,3.0,12.0,Cash,In-store,2023-08-12,August
TXN_2222893,Coffee,4.0,2.0,8.0,Cash,Takeaway,2023-12-20,December
TXN_4346607,Salad,2.0,5.0,10.0,Digital Wallet,Takeaway,2023-03-17,March
TXN_2586830,Juice,1.0,3.0,3.0,Credit Card,In-store,2023-02-12,February
TXN_2706461,Salad,3.0,5.0,15.0,Credit Card,In-store,2023-12-13,December
TXN_1829391,Juice,4.0,3.0,12.0,Credit Card,Takeaway,2023-10-06,October
TXN_5022805,Sandwich,1.0,4.0,4.0,Credit Card,Takeaway,2023-12-17,December
TXN_6815801,Cookie,1.0,1.0,1.0,Digital Wallet,Takeaway,2023-03-15,March
TXN_2541441,Juice,1.0,3.0,3.0,Cash,Takeaway,2023-09-21,September
TXN_5189465,Cookie,4.0,1.0,4.0,Digital Wallet,Takeaway,2023-10-04,October
TXN_1217810,Cookie,1.0,1.0,1.0,Digital Wallet,In-store,2023-07-06,July
TXN_4894647,Salad,2.0,5.0,10.0,Cash,Takeaway,2023-12-26,December
TXN_7622855,Sandwich,2.0,4.0,8.0,Credit Card,Takeaway,2023-07-10,July
TXN_3215610,Juice,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-06-14,June
TXN_9931637,Juice,2.0,3.0,6.0,Cash,Takeaway,2023-09-17,September
TXN_6625294,Sandwich,2.0,4.0,8.0,Digital Wallet,In-store,2023-03-05,March
TXN_4577368,Juice,4.0,3.0,12.0,Cash,Takeaway,2023-05-29,May
TXN_4158904,Juice,2.0,3.0,6.0,Digital Wallet,In-store,2023-01-31,January
TXN_3444569,Sandwich,1.0,4.0,4.0,Credit Card,Takeaway,2023-10-07,October
TXN_1208926,Cookie,4.0,1.0,4.0,Credit Card,In-store,2023-12-07,December
TXN_8090361,Coffee,1.0,2.0,2.0,Cash,In-store,2023-03-12,March
TXN_8363628,Salad,1.0,5.0,5.0,Digital Wallet,Takeaway,2023-04-07,April
TXN_4761088,Juice,4.0,3.0,12.0,Digital Wallet,In-store,2023-08-27,August
TXN_2672126,Cookie,3.0,1.0,3.0,Cash,Takeaway,2023-07-07,July
TXN_8526941,Sandwich,5.0,4.0,20.0,Credit Card,Takeaway,2023-03-16,March
TXN_2453194,Juice,4.0,3.0,12.0,Digital Wallet,In-store,2023-11-18,November
TXN_9970195,Coffee,2.0,2.0,4.0,Digital Wallet,Takeaway,2023-11-10,November
TXN_4458848,Cookie,2.0,1.0,2.0,Cash,In-store,2023-10-30,October
TXN_1606273,Coffee,1.0,2.0,2.0,Digital Wallet,Takeaway,2023-11-02,November
TXN_8053946,Tea,1.0,1.5,1.5,Credit Card,Takeaway,2023-09-18,September
TXN_7963189,Cookie,4.0,1.0,4.0,Digital Wallet,Takeaway,2023-03-24,March
TXN_9151273,Tea,2.0,1.5,3.0,Cash,In-store,2023-04-09,April
TXN_4702345,Salad,4.0,5.0,20.0,Digital Wallet,Takeaway,2023-01-08,January
TXN_7972349,Juice,36.0,3.0,12.0,Digital Wallet,In-store,2023-04-19,April
TXN_4832452,Tea,5.0,1.5,7.5,Cash,In-store,2023-02-05,February
TXN_9314690,Salad,2.0,5.0,10.0,Credit Card,Takeaway,2023-12-11,December
TXN_3852141,Juice,5.0,3.0,15.0,Credit Card,In-store,2023-08-04,August
TXN_4723529,Sandwich,2.0,4.0,8.0,Cash,In-store,2023-03-25,March
TXN_9537106,Sandwich,48.0,4.0,12.0,Credit Card,Takeaway,2023-10-11,October
TXN_6039321,Salad,2.0,5.0,10.0,Credit Card,In-store,2023-02-15,February
TXN_5797307,Tea,5.0,1.5,7.5,Digital Wallet,In-store,2023-03-16,March
TXN_2262398,Tea,1.0,1.5,1.5,Credit Card,Takeaway,2023-09-12,September
TXN_9813095,Juice,2.0,3.0,6.0,Cash,Takeaway,2023-06-12,June
TXN_8627869,Juice,1.0,3.0,3.0,Cash,In-store,2023-10-31,October
TXN_1123346,Tea,3.0,1.5,4.5,Credit Card,Takeaway,2023-07-31,July
TXN_6729852,Cookie,4.0,1.0,4.0,Digital Wallet,In-store,2023-06-29,June
TXN_9300618,Tea,3.0,1.5,4.5,Credit Card,Takeaway,2023-03-06,March
TXN_7832527,Juice,3.0,3.0,9.0,Cash,In-store,2023-01-26,January
TXN_4703100,Sandwich,1.0,4.0,4.0,Cash,In-store,2023-01-26,January
TXN_1650385,Sandwich,1.0,4.0,4.0,Credit Card,Takeaway,2023-07-24,July
TXN_3632068,Juice,2.0,3.0,6.0,Cash,In-store,2023-08-29,August
TXN_2132434,Salad,4.0,5.0,20.0,Digital Wallet,In-store,2023-06-03,June
TXN_3847176,Sandwich,3.0,4.0,12.0,Digital Wallet,Takeaway,2023-05-07,May
TXN_9691955,Juice,3.0,3.0,9.0,Credit Card,In-store,2023-11-03,November
TXN_4985415,Tea,4.0,1.5,6.0,Digital Wallet,Takeaway,2023-08-01,August
TXN_1172121,Coffee,5.0,2.0,10.0,Cash,Takeaway,2023-08-26,August
TXN_2521185,Sandwich,2.0,4.0,8.0,Cash,Takeaway,2023-03-20,March
TXN_6233021,Juice,5.0,3.0,15.0,Digital Wallet,Takeaway,2023-12-22,December
TXN_7498795,Cookie,2.0,1.0,2.0,Cash,Takeaway,2023-03-11,March
TXN_6730130,Tea,2.0,1.5,3.0,Cash,In-store,2023-10-16,October
TXN_8810855,Sandwich,4.0,4.0,16.0,Credit Card,Takeaway,2023-04-30,April
TXN_1599516,Juice,3.0,3.0,9.0,Cash,In-store,2023-05-11,May
TXN_6888839,Tea,3.0,1.5,4.5,Digital Wallet,Takeaway,2023-11-19,November
TXN_5970304,Salad,4.0,5.0,20.0,Credit Card,In-store,2023-07-14,July
TXN_4559065,Juice,1.0,3.0,3.0,Cash,In-store,2023-05-03,May
TXN_7637325,Cookie,4.0,1.0,4.0,Digital Wallet,Takeaway,2023-05-03,May
TXN_9685491,Coffee,4.0,2.0,8.0,Cash,In-store,2023-09-20,September
TXN_1767321,Sandwich,1.0,4.0,4.0,Cash,In-store,2023-03-24,March
TXN_9046415,Sandwich,2.0,4.0,8.0,Credit Card,Takeaway,2023-06-06,June
TXN_3785168,Juice,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-05-01,May
TXN_2696377,Juice,4.0,3.0,12.0,Digital Wallet,In-store,2023-04-11,April
TXN_7754382,Sandwich,4.0,4.0,16.0,Credit Card,In-store,2023-06-28,June
TXN_4602865,Cookie,5.0,1.0,5.0,Digital Wallet,Takeaway,2023-09-27,September
TXN_5966765,Juice,5.0,3.0,15.0,Credit Card,Takeaway,2023-11-09,November
TXN_4328228,Sandwich,5.0,4.0,20.0,Cash,Takeaway,2023-01-08,January
TXN_2462604,Tea,5.0,1.5,7.5,Credit Card,In-store,2023-07-13,July
TXN_2897354,Juice,4.0,3.0,12.0,Credit Card,In-store,2023-06-22,June
TXN_5280256,Cookie,5.0,1.0,5.0,Digital Wallet,In-store,2023-07-12,July
TXN_3283631,Sandwich,2.0,4.0,8.0,Credit Card,In-store,2023-03-15,March
TXN_8929329,Juice,4.0,3.0,12.0,Cash,Takeaway,2023-10-29,October
TXN_1328953,Sandwich,3.0,4.0,12.0,Credit Card,In-store,2023-12-28,December
TXN_4852852,Sandwich,2.0,4.0,8.0,Digital Wallet,Takeaway,2023-10-06,October
TXN_3344089,Sandwich,4.0,4.0,16.0,Cash,In-store,2023-08-10,August
TXN_2909634,Sandwich,1.0,4.0,4.0,Cash,Takeaway,2023-10-02,October
TXN_7551280,Cookie,4.0,1.0,4.0,Credit Card,Takeaway,2023-04-14,April
TXN_5390533,Sandwich,3.0,4.0,12.0,Credit Card,In-store,2023-11-18,November
TXN_8487216,Tea,1.0,1.5,1.5,Cash,In-store,2023-07-01,July
TXN_3863163,Cookie,3.0,1.0,3.0,Digital Wallet,Takeaway,2023-10-12,October
TXN_4260865,Sandwich,4.0,4.0,16.0,Digital Wallet,Takeaway,2023-02-25,February
TXN_7922471,Juice,3.0,3.0,9.0,Cash,In-store,2023-04-18,April
TXN_3653560,Coffee,4.0,2.0,8.0,Digital Wallet,Takeaway,2023-07-01,July
TXN_4075817,Cookie,2.0,1.0,2.0,Cash,Takeaway,2023-03-18,March
TXN_3715065,Salad,3.0,5.0,15.0,Credit Card,In-store,2023-03-17,March
TXN_9549208,Coffee,1.0,2.0,2.0,Digital Wallet,In-store,2023-10-30,October
TXN_2919952,Juice,45.0,3.0,15.0,Digital Wallet,In-store,2023-02-17,February
TXN_2670824,Juice,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-03-03,March
TXN_7455953,Coffee,2.0,2.0,4.0,Cash,Takeaway,2023-05-01,May
TXN_5926432,Sandwich,4.0,4.0,16.0,Cash,In-store,2023-06-29,June
TXN_8235381,Cookie,3.0,1.0,3.0,Digital Wallet,In-store,2023-03-01,March
TXN_6206679,Tea,1.0,1.5,1.5,Credit Card,In-store,2023-05-01,May
TXN_2954630,Salad,2.0,5.0,10.0,Credit Card,In-store,2023-09-30,September
TXN_1402641,Tea,3.0,1.5,4.5,Credit Card,Takeaway,2023-09-12,September
TXN_6405489,Sandwich,3.0,4.0,12.0,Credit Card,Takeaway,2023-05-04,May
TXN_3003311,Juice,5.0,3.0,15.0,Digital Wallet,In-store,2023-08-01,August
TXN_3273540,Juice,1.0,3.0,3.0,Credit Card,Takeaway,2023-08-21,August
TXN_4570881,Coffee,1.0,2.0,2.0,Digital Wallet,In-store,2023-09-14,September
TXN_3421404,Sandwich,4.0,4.0,16.0,Credit Card,Takeaway,2023-05-05,May
TXN_8468509,Sandwich,48.0,4.0,12.0,Credit Card,In-store,2023-06-13,June
TXN_9436342,Juice,4.0,3.0,12.0,Digital Wallet,In-store,2023-11-26,November
TXN_3110245,Juice,5.0,3.0,15.0,Cash,Takeaway,2023-04-21,April
TXN_1999100,Sandwich,3.0,4.0,12.0,Digital Wallet,Takeaway,2023-11-08,November
TXN_3654203,Coffee,1.0,2.0,2.0,Cash,In-store,2023-04-21,April
TXN_2406283,Juice,4.0,3.0,12.0,Digital Wallet,In-store,2023-02-24,February
TXN_8964166,Juice,5.0,3.0,15.0,Cash,Takeaway,2023-11-10,November
TXN_1354464,Juice,5.0,3.0,15.0,Digital Wallet,In-store,2023-03-18,March
TXN_5582443,Salad,3.0,5.0,15.0,Credit Card,In-store,2023-04-13,April
TXN_6204081,Juice,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-07-12,July
TXN_8647048,Sandwich,2.0,4.0,8.0,Credit Card,In-store,2023-11-03,November
TXN_1689024,Coffee,5.0,2.0,10.0,Credit Card,In-store,2023-04-17,April
TXN_5422928,Tea,4.0,1.5,6.0,Digital Wallet,Takeaway,2023-09-20,September
TXN_9855567,Cookie,3.0,1.0,3.0,Credit Card,In-store,2023-05-25,May
TXN_3311860,Juice,1.0,3.0,3.0,Digital Wallet,In-store,2023-11-21,November
TXN_4147675,Tea,2.0,1.5,3.0,Credit Card,In-store,2023-01-04,January
TXN_7560178,Cookie,5.0,1.0,5.0,Digital Wallet,In-store,2023-08-17,August
TXN_4677478,Juice,4.0,3.0,12.0,Credit Card,In-store,2023-07-09,July
TXN_3930990,Tea,4.0,1.5,6.0,Digital Wallet,Takeaway,2023-02-27,February
TXN_8675922,Salad,4.0,5.0,20.0,Digital Wallet,Takeaway,2023-03-31,March
TXN_6621596,Salad,2.0,5.0,10.0,Credit Card,In-store,2023-09-25,September
TXN_8076942,Cookie,2.0,1.0,2.0,Cash,Takeaway,2023-04-29,April
TXN_4367689,Cookie,2.0,1.0,2.0,Cash,Takeaway,2023-09-30,September
TXN_2941800,Salad,5.0,5.0,25.0,Cash,In-store,2023-04-25,April
TXN_7072581,Cookie,2.0,1.0,2.0,Credit Card,Takeaway,2023-08-12,August
TXN_7809506,Salad,2.0,5.0,10.0,Cash,Takeaway,2023-06-05,June
TXN_6884558,Juice,1.0,3.0,3.0,Cash,In-store,2023-08-14,August
TXN_6864420,Cookie,2.0,1.0,2.0,Credit Card,Takeaway,2023-06-18,June
TXN_3109057,Tea,4.0,1.5,6.0,Cash,In-store,2023-11-26,November
TXN_2257337,Cookie,4.0,1.0,4.0,Cash,Takeaway,2023-07-24,July
TXN_9417344,Tea,3.0,1.5,4.5,Credit Card,Takeaway,2023-11-09,November
TXN_6503884,Juice,1.0,3.0,3.0,Cash,In-store,2023-05-28,May
TXN_2206639,Coffee,4.0,2.0,8.0,Cash,Takeaway,2023-06-29,June
TXN_9337894,Tea,2.0,1.5,3.0,Digital Wallet,In-store,2023-12-30,December
TXN_7068361,Juice,5.0,3.0,15.0,Credit Card,Takeaway,2023-12-25,December
TXN_1405124,Sandwich,3.0,4.0,12.0,Digital Wallet,Takeaway,2023-08-03,August
TXN_2395608,Tea,3.0,1.5,4.5,Cash,In-store,2023-03-16,March
TXN_5423024,Sandwich,1.0,4.0,4.0,Digital Wallet,In-store,2023-04-30,April
TXN_2802630,Cookie,4.0,1.0,4.0,Cash,Takeaway,2023-06-18,June
TXN_3134595,Juice,3.0,3.0,9.0,Credit Card,Takeaway,2023-02-25,February
TXN_2251128,Sandwich,3.0,4.0,12.0,Credit Card,In-store,2023-06-07,June
TXN_4213071,Salad,1.0,5.0,5.0,Credit Card,Takeaway,2023-04-10,April
TXN_6220280,Tea,1.0,1.5,1.5,Credit Card,In-store,2023-02-15,February
TXN_4832163,Juice,4.0,3.0,12.0,Cash,Takeaway,2023-11-17,November
TXN_6663451,Juice,1.0,3.0,3.0,Cash,Takeaway,2023-08-05,August
TXN_1443928,Juice,4.0,3.0,12.0,Cash,Takeaway,2023-12-03,December
TXN_1670597,Coffee,2.0,2.0,4.0,Cash,Takeaway,2023-05-21,May
TXN_3854210,Sandwich,1.0,4.0,4.0,Cash,In-store,2023-12-30,December
TXN_2165745,Coffee,4.0,2.0,8.0,Credit Card,In-store,2023-01-31,January
TXN_3082888,Tea,1.0,1.5,1.5,Cash,In-store,2023-09-20,September
TXN_2294397,Coffee,5.0,2.0,10.0,Digital Wallet,In-store,2023-02-25,February
TXN_4160784,Cookie,5.0,1.0,5.0,Digital Wallet,In-store,2023-05-20,May
TXN_7248594,Coffee,3.0,2.0,6.0,Credit Card,In-store,2023-03-26,March
TXN_5031020,Coffee,5.0,2.0,10.0,Cash,Takeaway,2023-11-25,November
TXN_3059966,Sandwich,1.0,4.0,4.0,Digital Wallet,In-store,2023-12-24,December
TXN_9287780,Sandwich,2.0,4.0,8.0,Cash,In-store,2023-09-02,September
TXN_1022220,Juice,3.0,3.0,9.0,Credit Card,Takeaway,2023-08-03,August
TXN_7144740,Juice,4.0,3.0,12.0,Digital Wallet,In-store,2023-07-24,July
TXN_7666945,Tea,5.0,1.5,7.5,Cash,Takeaway,2023-07-07,July
TXN_7880000,Salad,3.0,5.0,15.0,Credit Card,In-store,2023-01-28,January
TXN_4900574,Juice,3.0,3.0,9.0,Credit Card,In-store,2023-05-06,May
TXN_7838576,Coffee,3.0,2.0,6.0,Digital Wallet,In-store,2023-11-11,November
TXN_1419188,Juice,5.0,3.0,15.0,Credit Card,Takeaway,2023-11-26,November
TXN_1767201,Salad,5.0,5.0,25.0,Credit Card,In-store,2023-07-12,July
TXN_2964794,Juice,2.0,3.0,6.0,Cash,Takeaway,2023-03-09,March
TXN_3936162,Cookie,1.0,1.0,1.0,Credit Card,Takeaway,2023-02-26,February
TXN_4432082,Juice,5.0,3.0,15.0,Digital Wallet,In-store,2023-04-20,April
TXN_9496791,Salad,4.0,5.0,20.0,Credit Card,In-store,2023-07-19,July
TXN_4194115,Tea,5.0,1.5,7.5,Cash,Takeaway,2023-08-17,August
TXN_7741707,Salad,3.0,5.0,15.0,Credit Card,Takeaway,2023-05-09,May
TXN_4216055,Cookie,5.0,1.0,5.0,Digital Wallet,In-store,2023-12-27,December
TXN_2320493,Sandwich,1.0,4.0,4.0,Digital Wallet,In-store,2023-03-22,March
TXN_4835929,Coffee,2.0,2.0,4.0,Digital Wallet,In-store,2023-10-03,October
TXN_6755791,Coffee,2.0,2.0,4.0,Cash,Takeaway,2023-04-01,April
TXN_9861432,Cookie,2.0,1.0,2.0,Cash,Takeaway,2023-12-09,December
TXN_8271278,Tea,1.0,1.5,1.5,Credit Card,In-store,2023-07-01,July
TXN_2005032,Cookie,2.0,1.0,2.0,Digital Wallet,Takeaway,2023-11-30,November
TXN_9699083,Sandwich,1.0,4.0,4.0,Cash,In-store,2023-02-12,February
TXN_5714767,Salad,4.0,5.0,20.0,Digital Wallet,Takeaway,2023-03-02,March
TXN_5844851,Sandwich,5.0,4.0,20.0,Digital Wallet,In-store,2023-02-15,February
TXN_8141558,Juice,5.0,3.0,15.0,Credit Card,Takeaway,2023-12-05,December
TXN_4314314,Juice,4.0,3.0,12.0,Cash,In-store,2023-01-02,January
TXN_4155001,Sandwich,1.0,4.0,4.0,Cash,Takeaway,2023-11-30,November
TXN_1072678,Juice,2.0,3.0,6.0,Cash,In-store,2023-05-30,May
TXN_7981162,Juice,3.0,3.0,9.0,Credit Card,Takeaway,2023-05-30,May
TXN_2316206,Cookie,1.0,1.0,1.0,Credit Card,In-store,2023-01-23,January
TXN_7343342,Cookie,2.0,1.0,2.0,Cash,Takeaway,2023-12-21,December
TXN_4573096,Coffee,1.0,2.0,2.0,Digital Wallet,In-store,2023-08-13,August
TXN_3577482,Juice,4.0,3.0,12.0,Digital Wallet,Takeaway,2023-06-01,June
TXN_6370625,Sandwich,3.0,4.0,12.0,Credit Card,In-store,2023-08-26,August
TXN_7580803,Juice,4.0,3.0,12.0,Cash,In-store,2023-04-06,April
TXN_8306028,Salad,1.0,5.0,5.0,Credit Card,Takeaway,2023-02-27,February
TXN_7530692,Coffee,1.0,2.0,2.0,Credit Card,In-store,2023-06-30,June
TXN_4383002,Coffee,1.0,2.0,2.0,Digital Wallet,In-store,2023-12-18,December
TXN_2939069,Sandwich,5.0,4.0,20.0,Credit Card,Takeaway,2023-09-06,September
TXN_2301001,Sandwich,1.0,4.0,4.0,Cash,Takeaway,2023-01-06,January
TXN_5009924,Juice,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-09-08,September
TXN_9988801,Sandwich,5.0,4.0,20.0,Cash,In-store,2023-10-20,October
TXN_7895514,Juice,4.0,3.0,12.0,Digital Wallet,Takeaway,2023-08-06,August
TXN_8432045,Juice,3.0,3.0,9.0,Credit Card,Takeaway,2023-11-09,November
TXN_8127433,Sandwich,3.0,4.0,12.0,Credit Card,Takeaway,2023-07-11,July
TXN_7640914,Salad,1.0,5.0,5.0,Credit Card,In-store,2023-02-12,February
TXN_4374963,Juice,1.0,3.0,3.0,Cash,In-store,2023-07-04,July
TXN_3212317,Salad,5.0,5.0,25.0,Digital Wallet,Takeaway,2023-05-25,May
TXN_7744874,Coffee,1.0,2.0,2.0,Cash,Takeaway,2023-06-28,June
TXN_7768350,Cookie,1.0,1.0,1.0,Cash,In-store,2023-08-19,August
TXN_9128859,Coffee,2.0,2.0,4.0,Cash,Takeaway,2023-11-28,November
TXN_9375649,Cookie,4.0,1.0,4.0,Credit Card,In-store,2023-03-06,March
TXN_4401563,Juice,5.0,3.0,15.0,Digital Wallet,Takeaway,2023-09-20,September
TXN_8502946,Sandwich,3.0,4.0,12.0,Digital Wallet,In-store,2023-09-15,September
TXN_8687294,Sandwich,3.0,4.0,12.0,Credit Card,In-store,2023-08-01,August
TXN_2176821,Salad,3.0,5.0,15.0,Digital Wallet,Takeaway,2023-05-05,May
TXN_8443384,Sandwich,5.0,4.0,20.0,Digital Wallet,In-store,2023-02-13,February
TXN_5053064,Salad,3.0,5.0,15.0,Cash,In-store,2023-06-19,June
TXN_7824739,Cookie,3.0,1.0,3.0,Digital Wallet,Takeaway,2023-07-17,July
TXN_7226406,Juice,1.0,3.0,3.0,Credit Card,In-store,2023-02-11,February
TXN_9793806,Tea,3.0,1.5,4.5,Digital Wallet,Takeaway,2023-04-25,April
TXN_8195843,Cookie,4.0,1.0,4.0,Credit Card,Takeaway,2023-06-02,June
TXN_6027923,Salad,1.0,5.0,5.0,Digital Wallet,Takeaway,2023-07-23,July
TXN_5438652,Sandwich,4.0,4.0,16.0,Cash,In-store,2023-03-17,March
TXN_8385625,Tea,4.0,1.5,6.0,Digital Wallet,Takeaway,2023-12-23,December
TXN_7814715,Cookie,5.0,1.0,5.0,Cash,Takeaway,2023-04-24,April
TXN_6532452,Sandwich,5.0,4.0,20.0,Cash,Takeaway,2023-02-24,February
TXN_9706608,Sandwich,1.0,4.0,4.0,Cash,In-store,2023-05-22,May
TXN_5963749,Juice,1.0,3.0,3.0,Digital Wallet,In-store,2023-11-04,November
TXN_6885218,Salad,1.0,5.0,5.0,Digital Wallet,In-store,2023-10-23,October
TXN_3845871,Sandwich,1.0,4.0,4.0,Cash,In-store,2023-10-29,October
TXN_5767392,Juice,5.0,3.0,15.0,Credit Card,Takeaway,2023-10-24,October
TXN_8685281,Tea,1.0,1.5,1.5,Digital Wallet,In-store,2023-07-30,July
TXN_3205079,Juice,5.0,3.0,15.0,Credit Card,In-store,2023-11-07,November
TXN_1523626,Juice,4.0,3.0,12.0,Credit Card,Takeaway,2023-07-21,July
TXN_8944202,Sandwich,3.0,4.0,12.0,Credit Card,Takeaway,2023-06-08,June
TXN_2402993,Cookie,5.0,1.0,5.0,Cash,Takeaway,2023-06-11,June
TXN_1340358,Sandwich,3.0,4.0,12.0,Cash,Takeaway,2023-06-09,June
TXN_6959328,Sandwich,3.0,4.0,12.0,Credit Card,Takeaway,2023-04-23,April
TXN_1613996,Juice,2.0,3.0,6.0,Digital Wallet,In-store,2023-10-12,October
TXN_9285475,Tea,5.0,1.5,7.5,Digital Wallet,Takeaway,2023-11-14,November
TXN_8077929,Tea,3.0,1.5,4.5,Digital Wallet,Takeaway,2023-08-06,August
TXN_7899009,Coffee,1.0,2.0,2.0,Cash,In-store,2023-03-08,March
TXN_9213505,Sandwich,2.0,4.0,8.0,Cash,Takeaway,2023-11-01,November
TXN_8724602,Juice,4.0,3.0,12.0,Credit Card,Takeaway,2023-06-26,June
TXN_9067597,Salad,4.0,5.0,20.0,Cash,Takeaway,2023-11-02,November
TXN_9714116,Sandwich,4.0,4.0,16.0,Credit Card,In-store,2023-11-17,November
TXN_8987697,Cookie,5.0,1.0,5.0,Cash,In-store,2023-12-19,December
TXN_1940778,Tea,2.0,1.5,3.0,Cash,In-store,2023-02-01,February
TXN_4271502,Juice,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-07-03,July
TXN_8124795,Salad,5.0,5.0,25.0,Cash,In-store,2023-08-11,August
TXN_7860953,Sandwich,1.0,4.0,4.0,Digital Wallet,Takeaway,2023-09-10,September
TXN_8164119,Tea,3.0,1.5,4.5,Credit Card,Takeaway,2023-01-07,January
TXN_7809290,Juice,1.0,3.0,3.0,Cash,Takeaway,2023-10-14,October
TXN_5332538,Coffee,3.0,2.0,6.0,Credit Card,In-store,2023-01-15,January
TXN_7375024,Cookie,1.0,1.0,1.0,Cash,In-store,2023-12-10,December
TXN_5675095,Sandwich,4.0,4.0,16.0,Digital Wallet,Takeaway,2023-05-18,May
TXN_4197851,Salad,75.0,5.0,15.0,Digital Wallet,In-store,2023-02-05,February
TXN_7931086,Sandwich,3.0,4.0,12.0,Credit Card,Takeaway,2023-06-25,June
TXN_3374262,Tea,2.0,1.5,3.0,Digital Wallet,In-store,2023-04-14,April
TXN_9110336,Cookie,5.0,1.0,5.0,Digital Wallet,In-store,2023-04-06,April
TXN_3901665,Juice,1.0,3.0,3.0,Credit Card,Takeaway,2023-10-19,October
TXN_9211917,Sandwich,4.0,4.0,16.0,Cash,In-store,2023-12-17,December
TXN_7893709,Juice,4.0,3.0,12.0,Credit Card,Takeaway,2023-03-14,March
TXN_4296023,Tea,5.0,1.5,7.5,Digital Wallet,In-store,2023-10-08,October
TXN_3403409,Juice,2.0,3.0,6.0,Credit Card,In-store,2023-02-22,February
TXN_1398511,Coffee,5.0,2.0,10.0,Digital Wallet,Takeaway,2023-12-19,December
TXN_4350854,Cookie,2.0,1.0,2.0,Cash,In-store,2023-01-31,January
TXN_1867158,Cookie,4.0,1.0,4.0,Digital Wallet,Takeaway,2023-05-16,May
TXN_2662711,Juice,1.0,3.0,3.0,Cash,Takeaway,2023-11-02,November
TXN_4439660,Coffee,3.0,2.0,6.0,Credit Card,In-store,2023-02-06,February
TXN_9417252,Sandwich,2.0,4.0,8.0,Credit Card,Takeaway,2023-08-17,August
TXN_7502558,Juice,5.0,3.0,15.0,Digital Wallet,In-store,2023-02-23,February
TXN_8453282,Cookie,3.0,1.0,3.0,Cash,In-store,2023-03-08,March
TXN_5921766,Sandwich,3.0,4.0,12.0,Cash,In-store,2023-11-06,November
TXN_7688029,Juice,5.0,3.0,15.0,Credit Card,In-store,2023-05-30,May
TXN_2000331,Sandwich,3.0,4.0,12.0,Credit Card,Takeaway,2023-03-30,March
TXN_3420633,Salad,4.0,5.0,20.0,Digital Wallet,Takeaway,2023-04-11,April
TXN_3431892,Juice,2.0,3.0,6.0,Digital Wallet,In-store,2023-07-18,July
TXN_5220527,Cookie,4.0,1.0,4.0,Digital Wallet,Takeaway,2023-08-06,August
TXN_1205773,Salad,5.0,5.0,25.0,Cash,Takeaway,2023-01-27,January
TXN_3061405,Sandwich,5.0,4.0,20.0,Cash,Takeaway,2023-12-01,December
TXN_8696857,Coffee,1.0,2.0,2.0,Digital Wallet,Takeaway,2023-10-01,October
TXN_9668265,Cookie,3.0,1.0,3.0,Credit Card,In-store,2023-06-20,June
TXN_7463102,Sandwich,5.0,4.0,20.0,Cash,Takeaway,2023-11-27,November
TXN_4547294,Tea,1.0,1.5,1.5,Credit Card,Takeaway,2023-09-30,September
TXN_8430882,Sandwich,2.0,4.0,8.0,Digital Wallet,Takeaway,2023-06-17,June
TXN_9114647,Salad,5.0,5.0,25.0,Digital Wallet,In-store,2023-11-19,November
TXN_5413433,Juice,4.0,3.0,12.0,Digital Wallet,In-store,2023-06-03,June
TXN_9388222,Cookie,1.0,1.0,1.0,Digital Wallet,In-store,2023-04-21,April
TXN_6618750,Sandwich,5.0,4.0,20.0,Credit Card,In-store,2023-03-07,March
TXN_6712087,Juice,2.0,3.0,6.0,Digital Wallet,In-store,2023-06-06,June
TXN_1862184,Coffee,4.0,2.0,8.0,Cash,In-store,2023-01-21,January
TXN_6149800,Sandwich,4.0,4.0,16.0,Digital Wallet,Takeaway,2023-05-05,May
TXN_6433525,Sandwich,2.0,4.0,8.0,Credit Card,In-store,2023-09-02,September
TXN_2642834,Salad,2.0,5.0,10.0,Cash,Takeaway,2023-11-13,November
TXN_6745398,Tea,4.0,1.5,6.0,Digital Wallet,In-store,2023-02-28,February
TXN_5660949,Cookie,3.0,1.0,3.0,Credit Card,In-store,2023-01-10,January
TXN_9540340,Sandwich,2.0,4.0,8.0,Cash,Takeaway,2023-11-15,November
TXN_5200292,Salad,4.0,5.0,20.0,Cash,In-store,2023-01-12,January
TXN_4118960,Sandwich,5.0,4.0,20.0,Credit Card,Takeaway,2023-09-24,September
